,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
585,2028,0,0,2,0,3,1,1460.0,0.0,2,5,1.0,0.0,0,408.0,1,2,2,1,4,0,4,2,12,13,2,2,2,6,880.0,3.0,2028,0,1,0,2,586,1,2,3,0,11443,4,3,0,20,3,208.0,1,0,3,23,66,5,8,2,0,1,3,5,369900.0,6,0,7,1868.0,326,2005,2006,2006
586,838,0,0,2,0,1,2,210.0,606.0,4,0,1.0,0.0,3,0.0,1,6,2,1,4,112,2,3,11,15,0,0,1,6,275.0,1.0,838,0,1,0,2,587,1,1,3,0,10267,4,3,0,30,3,0.0,2,0,5,3,0,7,6,0,0,1,1,4,130000.0,8,0,5,816.0,0,1918,2000,2008
587,860,0,0,2,0,3,0,672.0,0.0,0,5,1.0,0.0,3,168.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,528.0,2.0,860,0,1,4,6,588,1,3,3,0,8740,4,0,0,85,3,0.0,2,0,7,19,0,6,5,2,0,1,3,4,137000.0,8,0,4,840.0,0,1982,1982,2009
588,1473,0,0,1,0,3,1,1324.0,0.0,2,5,2.0,0.0,3,113.0,1,2,2,1,4,0,4,3,13,14,2,1,1,6,452.0,1.0,1473,0,1,0,2,589,1,0,2,2,25095,4,0,0,20,3,0.0,2,0,6,4,48,8,5,2,0,5,0,5,143000.0,8,60,5,1437.0,0,1968,2003,2009
589,779,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,742.0,1,6,1,1,0,0,4,3,12,13,0,0,1,6,308.0,1.0,935,0,1,4,2,590,1,3,3,0,9100,4,3,156,40,4,0.0,2,600,8,3,0,6,5,1,0,1,1,4,79500.0,8,0,4,742.0,0,1930,1960,2008
590,770,812,0,3,0,3,3,490.0,0.0,2,5,0.0,0.0,2,280.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,520.0,2.0,1582,1,1,0,5,591,1,2,3,0,8320,4,3,0,60,3,0.0,2,0,9,5,45,5,7,2,0,1,1,4,185900.0,8,0,6,770.0,0,2004,2004,2008
591,1728,568,0,3,0,3,1,1338.0,0.0,2,5,1.0,0.0,0,384.0,1,2,2,1,4,0,4,0,5,5,1,2,2,6,842.0,3.0,2296,1,1,0,5,592,1,0,3,0,13478,0,0,0,60,3,420.0,3,0,6,16,274,5,10,2,0,1,1,4,451950.0,4,0,10,1722.0,382,2008,2008,2009
592,816,0,0,2,0,1,3,816.0,0.0,2,5,1.0,0.0,3,0.0,1,2,2,1,4,0,2,3,6,6,0,2,1,6,816.0,2.0,816,0,1,0,2,593,1,3,3,0,6600,4,3,0,20,3,0.0,2,0,6,11,0,8,5,2,0,1,1,4,138000.0,8,0,4,816.0,0,1982,2003,2008
593,848,0,0,1,4,3,0,685.0,0.0,2,5,1.0,0.0,2,163.0,1,2,2,1,4,0,4,2,12,13,0,2,1,6,420.0,2.0,848,0,1,0,2,594,1,2,3,0,4435,4,3,0,120,4,170.0,1,0,5,5,0,5,6,2,0,1,1,4,140000.0,8,0,4,848.0,140,2003,2003,2009
594,924,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,924.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,280.0,1.0,924,0,1,4,2,595,1,3,3,0,7990,4,0,0,20,3,0.0,2,0,4,5,0,6,5,2,0,1,3,4,110000.0,8,0,5,924.0,0,1975,1975,2008
595,1826,0,0,3,0,3,1,1422.0,0.0,2,5,1.0,0.0,2,392.0,1,2,2,1,4,0,4,2,12,9,1,2,2,6,758.0,3.0,1826,0,1,0,2,596,1,2,3,0,11302,4,0,0,20,3,238.0,1,0,8,22,75,5,8,2,0,1,1,5,319000.0,6,120,7,1814.0,180,2005,2006,2006
596,684,684,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,684.0,0,2,2,1,0,0,4,3,12,13,0,1,1,6,216.0,1.0,1368,0,1,0,5,597,1,3,3,0,3600,4,3,0,70,4,0.0,2,0,10,17,158,7,6,0,0,1,1,4,114504.0,8,0,7,684.0,0,1910,1993,2006
597,1402,0,0,2,4,3,0,0.0,0.0,5,5,0.0,2.0,0,1258.0,1,2,2,1,4,0,4,2,12,13,1,2,0,6,648.0,3.0,1402,2,1,0,2,598,1,2,3,0,3922,4,3,0,120,3,72.0,1,0,2,0,16,5,7,2,0,1,1,5,194201.0,6,0,7,1258.0,120,2006,2007,2007
598,1647,0,0,3,0,3,2,1283.0,147.0,0,3,1.0,0.0,2,0.0,1,2,2,1,4,0,4,3,9,10,1,1,2,6,621.0,2.0,1647,0,1,0,2,599,1,2,0,0,12984,4,3,0,20,3,459.0,1,0,3,6,0,6,5,2,0,1,1,4,217500.0,8,0,7,1430.0,0,1977,1977,2006
599,716,840,0,3,3,3,3,81.0,612.0,3,2,1.0,0.0,2,23.0,1,2,2,1,4,0,2,3,8,8,1,1,2,6,452.0,2.0,1556,1,1,4,5,600,1,3,3,0,1950,4,3,0,160,4,0.0,2,0,7,1,0,6,6,2,0,1,1,4,151000.0,0,0,6,716.0,161,1980,1980,2008
600,1058,846,0,3,0,3,0,546.0,0.0,2,5,1.0,0.0,2,512.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,736.0,2.0,1904,1,1,0,5,601,1,0,3,0,10927,4,3,0,60,3,280.0,1,0,6,16,60,5,8,2,0,1,1,4,275000.0,8,0,8,1058.0,179,2005,2005,2006
601,780,595,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,780.0,1,2,2,1,4,0,2,3,13,14,1,2,1,6,544.0,1.0,1375,1,1,4,0,602,1,2,0,0,9000,4,3,0,50,4,0.0,2,0,12,9,162,6,6,1,0,1,1,4,141000.0,8,126,6,780.0,0,1937,1950,2007
602,927,988,0,3,0,3,2,789.0,0.0,2,5,1.0,0.0,2,119.0,1,2,2,1,4,0,4,2,6,6,1,2,2,6,506.0,2.0,1915,1,1,0,5,603,1,2,3,0,10041,4,0,0,60,3,0.0,2,0,2,20,150,5,8,2,0,1,1,0,220000.0,8,0,8,908.0,120,1992,1992,2006
603,600,600,0,2,4,3,3,0.0,0.0,5,5,0.0,0.0,2,600.0,1,2,2,1,4,0,4,2,8,8,0,2,2,6,480.0,2.0,1200,1,1,0,5,604,1,2,3,0,3182,4,3,0,160,1,0.0,2,0,6,21,172,5,7,2,0,1,1,4,151000.0,8,0,4,600.0,0,2004,2005,2010
604,1494,0,0,3,0,3,2,922.0,0.0,2,5,1.0,0.0,2,572.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,530.0,2.0,1494,0,1,0,2,605,1,2,3,0,12803,4,0,0,20,3,99.0,1,0,9,5,36,5,7,2,0,1,1,4,221000.0,8,0,6,1494.0,192,2002,2002,2008
605,1186,800,0,3,0,3,3,454.0,0.0,1,5,0.0,0.0,3,314.0,1,2,2,1,4,0,4,3,6,6,3,1,2,6,486.0,2.0,1986,1,1,4,5,606,1,3,3,0,13600,4,3,0,60,3,176.0,1,0,10,12,42,6,7,2,0,1,1,4,205000.0,8,189,7,768.0,0,1965,1990,2009
606,1040,0,0,3,0,3,3,732.0,0.0,2,5,1.0,0.0,2,308.0,1,2,2,1,4,0,2,3,12,13,0,2,1,6,576.0,2.0,1040,0,1,2,2,607,1,2,2,1,12464,0,1,0,20,3,0.0,2,0,11,5,0,5,5,2,0,1,1,4,152000.0,8,0,6,1040.0,168,1996,1996,2009
607,1112,896,0,3,0,1,3,603.0,0.0,2,5,1.0,0.0,3,293.0,1,2,2,1,4,0,2,3,8,8,0,1,3,6,230.0,1.0,2008,0,1,0,5,608,1,0,0,1,7800,4,3,0,20,3,0.0,2,0,8,7,0,8,5,2,0,1,1,4,225000.0,8,0,8,896.0,103,1948,2002,2006
608,1940,1254,0,4,0,3,2,428.0,0.0,1,5,0.0,0.0,2,537.0,1,2,2,1,4,0,4,3,3,14,2,2,2,6,380.0,2.0,3194,1,1,4,5,609,1,3,1,1,12168,4,3,0,70,3,0.0,2,0,9,6,0,6,8,2,0,1,1,2,359100.0,8,0,10,965.0,0,1934,1998,2007
609,1029,0,0,3,0,3,2,903.0,0.0,4,5,1.0,0.0,3,126.0,1,1,2,1,4,39,1,3,12,13,0,1,1,6,261.0,1.0,1029,0,1,2,2,610,1,3,3,0,7943,4,3,0,20,3,192.0,0,0,4,19,0,5,4,2,0,1,1,4,118500.0,8,0,5,1029.0,64,1961,1961,2007
610,1476,677,0,3,0,3,2,904.0,0.0,2,5,1.0,0.0,0,536.0,1,4,2,1,4,0,4,2,12,13,2,2,2,6,736.0,3.0,2153,1,1,0,5,611,1,0,3,0,11050,4,3,0,60,3,204.0,1,0,5,5,142,5,9,2,0,1,3,4,313000.0,8,0,8,1440.0,253,2000,2000,2009
611,1032,0,0,3,0,3,0,605.0,0.0,0,5,0.0,1.0,2,427.0,1,2,2,1,4,0,4,3,6,6,1,1,2,6,564.0,2.0,1032,0,1,4,7,612,1,3,3,0,10395,2,0,0,80,3,233.0,1,500,7,14,0,6,6,2,0,1,1,4,148000.0,8,0,6,1032.0,0,1978,1978,2007
612,1299,573,0,3,0,3,0,990.0,0.0,2,5,1.0,0.0,2,309.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,531.0,2.0,1872,1,1,0,5,613,1,0,3,0,11885,4,3,0,60,3,108.0,1,0,11,5,122,5,8,2,0,1,1,4,261500.0,8,0,7,1299.0,160,2001,2001,2009
613,1120,0,0,3,0,3,3,206.0,0.0,0,5,0.0,0.0,2,914.0,1,1,2,1,4,0,4,3,12,13,0,2,1,6,0.0,0.0,1120,0,1,0,2,614,1,3,3,0,8402,4,3,0,20,3,0.0,2,0,12,11,30,5,5,2,0,1,1,5,147000.0,6,0,6,1120.0,0,2007,2007,2007
614,630,0,0,1,4,3,0,150.0,480.0,3,2,1.0,0.0,2,0.0,1,2,2,1,4,0,4,3,5,5,0,1,1,6,0.0,0.0,630,0,1,0,6,615,1,3,3,0,1491,4,3,0,180,4,0.0,2,0,5,10,24,6,4,2,0,1,1,4,75500.0,8,0,3,630.0,96,1972,1972,2010
615,1054,0,0,3,0,3,1,763.0,0.0,2,5,1.0,0.0,3,173.0,1,1,2,1,4,0,2,3,8,8,0,2,1,6,480.0,2.0,1054,0,1,0,6,616,1,2,3,0,8800,4,3,0,85,3,156.0,1,0,5,12,0,7,6,2,0,1,1,0,137500.0,8,0,6,936.0,120,1963,1963,2010
616,807,702,0,3,0,3,3,457.0,0.0,2,5,1.0,0.0,2,326.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,393.0,2.0,1509,1,1,0,5,617,1,2,3,0,7861,4,0,0,60,3,0.0,2,0,6,8,75,5,6,2,0,1,1,4,183200.0,8,0,7,783.0,100,2002,2003,2006
617,832,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,832.0,1,0,2,1,4,0,4,3,8,8,0,1,1,6,528.0,2.0,832,0,1,2,1,618,1,2,1,1,7227,0,3,0,45,3,0.0,2,0,6,12,0,6,6,2,0,1,1,4,105500.0,8,0,4,832.0,0,1954,1954,2008
618,1828,0,0,3,0,3,0,48.0,0.0,2,5,0.0,0.0,0,1774.0,1,2,2,1,4,0,4,0,5,5,1,2,2,6,774.0,3.0,1828,0,1,0,2,619,1,2,3,0,11694,4,3,0,20,3,452.0,1,0,7,16,108,5,9,2,0,1,3,5,314813.0,6,260,9,1822.0,0,2007,2007,2007
619,1482,780,0,4,0,3,1,871.0,0.0,2,5,1.0,0.0,2,611.0,1,2,2,1,4,0,4,2,12,13,2,2,2,6,749.0,3.0,2262,1,1,0,5,620,1,2,3,0,12244,4,3,0,60,3,226.0,3,0,8,23,0,5,8,2,0,1,3,4,305000.0,8,0,10,1482.0,168,2003,2003,2008
620,864,0,0,2,0,3,3,41.0,0.0,1,5,1.0,0.0,3,823.0,0,2,2,1,1,100,4,3,11,12,0,0,1,6,0.0,0.0,864,0,1,4,2,621,1,3,3,0,8248,4,3,0,30,3,0.0,2,0,9,7,0,3,3,0,0,1,1,4,67000.0,8,0,5,864.0,0,1914,1950,2008
621,1548,1066,0,4,0,3,3,956.0,182.0,0,4,0.0,0.0,3,384.0,1,2,2,1,4,0,4,3,6,6,1,1,2,6,624.0,2.0,2614,1,1,4,5,622,1,3,3,0,10800,4,3,0,60,3,0.0,2,0,6,14,243,7,6,2,0,1,1,4,240000.0,8,0,9,1522.0,38,1974,1997,2008
622,980,0,0,3,0,3,3,560.0,0.0,1,5,0.0,0.0,3,420.0,1,2,2,1,4,0,4,3,9,10,0,1,1,6,484.0,2.0,980,0,1,4,2,623,1,3,3,0,7064,4,3,0,20,3,153.0,1,0,7,19,0,6,5,2,0,1,1,4,135000.0,8,0,6,980.0,192,1977,1977,2009
623,756,756,0,2,4,3,3,420.0,0.0,2,5,0.0,0.0,2,336.0,1,2,2,1,4,0,4,2,8,8,1,2,2,6,440.0,2.0,1512,1,1,0,5,624,1,2,3,0,2117,4,3,0,160,1,513.0,1,0,6,21,32,5,6,2,0,1,1,4,168500.0,8,0,4,756.0,0,2000,2000,2007
624,1012,778,0,4,0,3,3,247.0,0.0,4,5,1.0,0.0,3,485.0,1,2,2,1,4,0,4,3,12,13,1,1,1,3,484.0,2.0,1790,2,1,2,5,625,1,3,3,0,10400,4,3,0,60,3,288.0,2,0,11,14,0,5,6,2,0,1,1,4,165150.0,8,147,8,732.0,148,1972,1972,2006
625,1116,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1116.0,1,2,2,1,4,0,4,3,13,14,0,1,1,6,440.0,2.0,1116,1,1,4,2,626,1,3,3,0,10000,0,0,0,20,3,261.0,1,0,2,12,0,6,6,2,0,1,3,4,160000.0,8,385,5,1116.0,0,1962,1962,2010
626,1422,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,978.0,1,2,2,1,4,36,4,3,13,14,1,1,1,2,286.0,1.0,1422,0,1,4,2,627,1,3,3,0,12342,4,0,0,20,3,0.0,2,600,8,12,0,5,5,2,0,1,3,4,139900.0,8,0,6,978.0,0,1960,1978,2007
627,1520,0,0,3,0,3,0,674.0,132.0,1,3,1.0,0.0,3,350.0,1,2,2,1,4,189,4,3,0,0,2,1,1,6,364.0,1.0,1520,0,1,0,7,628,1,3,3,0,9600,4,3,0,80,3,164.0,1,0,3,12,0,6,6,2,0,1,1,4,153000.0,8,0,7,1156.0,0,1955,1972,2010
628,1040,1040,0,5,0,3,0,650.0,0.0,4,5,0.0,1.0,2,390.0,1,2,2,1,4,0,4,3,9,10,2,2,1,6,504.0,2.0,2080,2,1,4,5,629,1,1,1,2,11606,4,0,0,60,3,192.0,1,0,9,12,0,5,5,2,0,1,1,3,135000.0,8,0,9,1040.0,335,1969,1969,2007
629,1350,0,0,3,0,3,1,624.0,336.0,2,4,1.0,0.0,3,288.0,1,1,2,1,4,0,4,3,9,14,0,1,1,6,520.0,2.0,1350,1,1,4,7,630,1,3,3,0,9020,0,3,0,80,3,259.0,1,0,6,12,0,5,6,2,0,7,1,4,168500.0,8,0,6,1248.0,176,1964,1964,2008
630,1089,661,0,3,0,0,3,0.0,0.0,5,5,0.0,0.0,1,636.0,1,0,2,1,0,293,4,3,12,13,0,0,1,6,240.0,1.0,1750,0,1,4,5,631,1,0,3,0,9000,0,3,0,70,4,0.0,2,0,6,17,0,6,5,0,0,1,1,0,124000.0,8,0,8,636.0,0,1880,1991,2006
631,1554,0,0,2,3,1,2,24.0,0.0,2,5,0.0,0.0,2,1530.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,627.0,2.0,1554,0,1,0,2,632,1,2,3,0,4590,4,3,0,120,3,108.0,3,0,8,16,73,5,8,2,0,1,1,4,209500.0,8,0,6,1554.0,156,2006,2006,2007
632,1411,0,0,3,0,3,3,822.0,0.0,0,5,0.0,0.0,3,564.0,1,2,2,1,4,0,2,3,9,10,1,1,2,6,544.0,2.0,1411,0,1,4,2,633,1,3,3,0,11900,4,3,0,20,3,209.0,1,0,4,14,0,5,7,2,0,1,3,3,82500.0,8,0,6,1386.0,192,1977,1977,2009
633,1056,0,0,3,0,3,3,480.0,468.0,1,3,0.0,1.0,3,108.0,1,2,2,1,4,0,4,3,13,14,0,1,1,6,260.0,1.0,1056,0,1,4,2,634,1,3,3,0,9250,0,3,0,20,3,0.0,2,0,7,12,0,7,5,2,0,1,1,4,139400.0,8,0,6,1056.0,390,1954,2005,2007
634,1056,0,0,0,2,3,3,1056.0,0.0,2,5,2.0,0.0,3,0.0,1,2,2,1,4,0,4,3,9,10,0,1,0,6,576.0,2.0,1056,0,1,2,6,635,2,3,3,0,6979,4,3,0,90,3,0.0,2,600,6,17,56,5,6,2,0,1,1,4,144000.0,8,0,4,1056.0,264,1980,1980,2010
635,1440,1440,0,8,1,0,3,256.0,0.0,3,5,0.0,0.0,3,1184.0,1,1,2,1,0,0,4,1,12,13,0,1,2,6,0.0,0.0,3395,0,1,0,3,636,2,1,0,0,10896,4,3,515,190,2,0.0,2,0,3,18,110,7,6,0,0,1,3,0,200000.0,8,0,14,1440.0,0,1914,1995,2007
636,800,0,0,1,0,0,3,0.0,0.0,5,5,0.0,0.0,3,264.0,0,2,2,1,0,0,1,1,0,0,1,0,1,0,0.0,0.0,800,0,3,1,2,637,1,1,3,0,6120,4,3,0,30,4,0.0,2,0,1,3,0,3,2,0,0,1,1,4,60000.0,5,0,4,264.0,0,1936,1950,2009
637,811,576,0,3,1,3,3,0.0,0.0,5,5,0.0,0.0,3,811.0,1,2,2,1,0,0,4,3,13,14,0,1,2,6,256.0,1.0,1387,0,1,4,0,638,2,2,3,0,6000,4,3,0,190,4,0.0,2,0,11,17,0,4,5,2,0,1,1,4,93000.0,8,0,7,811.0,0,1954,1954,2009
638,796,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,1,796.0,1,1,2,1,0,164,4,3,8,14,0,1,1,6,0.0,0.0,796,0,1,2,2,639,1,3,3,0,8777,4,3,0,30,3,0.0,2,0,5,7,0,7,5,1,0,1,1,4,85000.0,8,0,4,796.0,328,1910,1950,2008
639,1567,0,0,1,4,1,0,1154.0,0.0,2,5,1.0,0.0,2,366.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,648.0,3.0,1567,0,1,0,2,640,1,0,3,0,3982,4,3,0,120,3,0.0,2,0,10,0,0,5,8,2,0,1,3,5,264561.0,6,0,7,1520.0,312,2006,2006,2006
640,1518,0,0,1,4,3,1,1218.0,0.0,2,5,0.0,0.0,0,300.0,1,2,2,1,4,0,4,0,8,8,1,2,1,6,588.0,2.0,1518,1,1,0,2,641,1,0,3,0,12677,4,0,0,120,3,472.0,1,0,4,16,140,5,8,2,0,1,3,4,274000.0,8,0,6,1518.0,185,2003,2004,2008
641,1057,872,0,3,0,3,3,738.0,0.0,2,5,1.0,0.0,2,319.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,650.0,2.0,1929,1,1,0,5,642,1,2,3,0,7050,4,3,0,60,1,0.0,2,0,5,21,235,5,7,2,0,1,1,4,226000.0,8,0,7,1057.0,0,2001,2001,2007
642,2000,704,0,4,0,3,1,1410.0,0.0,2,5,1.0,0.0,2,542.0,1,2,2,1,4,0,4,2,9,14,3,1,2,6,538.0,2.0,2704,1,1,2,7,643,1,0,3,0,13860,4,3,0,80,3,0.0,2,0,7,12,111,7,8,2,0,1,1,4,345000.0,8,0,9,1952.0,269,1972,1995,2009
643,780,840,0,4,0,3,3,493.0,287.0,4,1,0.0,0.0,3,0.0,1,6,2,1,4,0,4,3,14,6,0,1,2,2,462.0,2.0,1620,1,1,0,5,644,1,3,3,0,10793,4,3,0,60,3,263.0,1,0,4,14,0,5,5,2,0,1,4,4,152000.0,8,0,7,780.0,208,1969,1969,2007
644,1766,0,0,2,0,3,2,1121.0,0.0,2,5,1.0,0.0,0,645.0,1,2,2,1,4,0,4,0,5,5,1,2,2,6,478.0,3.0,1766,1,1,0,2,645,1,0,3,0,9187,4,3,0,20,1,162.0,3,0,10,21,130,5,9,2,0,1,1,5,370878.0,6,0,7,1766.0,195,2009,2009,2009
645,981,0,0,3,0,3,3,282.0,35.0,0,3,1.0,0.0,3,664.0,1,2,2,1,4,40,4,3,9,10,0,1,1,6,576.0,2.0,981,1,1,4,2,646,1,3,3,0,10530,0,0,0,20,3,0.0,2,0,3,12,312,5,6,2,0,1,3,4,143250.0,8,0,5,981.0,0,1971,1971,2007
646,1048,0,0,3,0,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,1,4,0,4,3,8,8,0,1,1,2,420.0,2.0,1048,0,1,2,2,647,1,3,3,0,7200,4,3,0,20,3,0.0,2,0,7,12,27,5,5,2,0,1,3,4,98300.0,8,0,7,0.0,0,1950,1950,2008
647,1094,0,0,3,0,3,2,500.0,0.0,4,5,0.0,0.0,3,594.0,1,2,2,1,4,0,4,3,13,14,2,1,1,6,495.0,2.0,1094,0,1,0,2,648,1,3,3,0,10452,4,0,0,20,3,216.0,3,0,6,7,0,5,6,2,0,1,3,4,155000.0,8,287,5,1094.0,0,1953,1953,2008
648,1051,788,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,756.0,1,4,2,1,4,216,4,3,8,8,1,1,1,6,442.0,2.0,1839,1,1,4,5,649,1,3,3,0,7700,4,3,0,60,3,351.0,1,0,6,12,124,5,6,2,0,1,1,4,155000.0,8,0,7,756.0,0,1966,1966,2010
649,630,0,0,1,3,3,0,131.0,499.0,1,2,1.0,0.0,2,0.0,1,2,2,1,4,0,4,3,5,5,0,1,1,6,0.0,0.0,630,0,1,2,6,650,1,3,3,0,1936,4,3,0,180,4,0.0,2,0,12,10,0,6,4,2,0,1,1,4,84500.0,8,0,3,630.0,0,1970,1970,2007
650,822,843,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,813.0,1,2,2,1,4,0,4,2,5,5,0,2,2,6,562.0,2.0,1665,1,1,0,5,651,1,2,3,0,8125,4,3,0,60,1,,2,0,5,21,0,6,7,2,0,1,1,4,205950.0,8,0,7,813.0,0,2007,2007,2008
651,755,755,0,4,0,3,2,0.0,0.0,5,5,1.0,0.0,3,755.0,1,0,2,1,4,0,4,3,8,8,1,1,1,6,296.0,1.0,1510,0,1,4,5,652,1,3,3,0,9084,4,3,0,70,3,0.0,2,0,10,7,0,5,4,1,0,1,1,4,108000.0,8,0,7,755.0,120,1940,1950,2009
652,909,807,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,2,880.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,512.0,2.0,1716,1,1,0,5,653,1,2,3,0,8750,4,3,0,60,3,0.0,2,0,7,5,120,5,7,2,0,1,1,4,191000.0,8,0,7,880.0,0,1996,1996,2009
653,756,713,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,756.0,1,2,2,1,4,239,4,3,8,8,0,1,1,6,216.0,1.0,1469,0,1,0,0,654,1,3,3,0,10320,4,3,0,50,4,0.0,2,0,6,9,0,7,6,2,0,1,1,4,135000.0,8,0,7,756.0,57,1906,1995,2008
654,2113,0,0,2,0,3,1,1696.0,0.0,2,5,1.0,0.0,2,413.0,1,2,2,1,4,0,2,2,8,8,1,2,2,6,839.0,3.0,2113,1,1,0,2,655,1,2,3,0,10437,4,0,0,20,3,660.0,1,0,8,15,46,6,8,2,0,1,3,4,350000.0,8,0,7,2109.0,236,1995,1995,2008
655,525,567,0,3,3,3,3,0.0,0.0,5,5,0.0,0.0,3,525.0,1,2,2,1,4,0,4,3,6,7,0,1,1,6,264.0,1.0,1092,1,1,4,5,656,1,3,3,0,1680,4,3,0,160,4,381.0,1,0,3,2,0,5,6,2,0,1,1,3,88000.0,8,0,6,525.0,0,1971,1971,2010
656,1053,0,0,3,0,3,3,806.0,0.0,0,5,1.0,0.0,3,247.0,1,2,2,1,4,0,4,2,6,6,0,1,1,6,312.0,1.0,1053,1,1,0,2,657,1,2,3,0,10007,4,0,0,20,3,54.0,1,0,8,12,0,7,5,2,0,1,1,4,145500.0,8,0,5,1053.0,0,1959,2006,2008
657,851,651,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,776.0,1,2,2,1,4,112,1,3,11,15,1,0,1,6,270.0,1.0,1502,1,1,4,5,658,1,3,1,1,7200,4,3,0,70,3,0.0,2,0,2,6,0,6,7,1,0,1,1,4,149000.0,8,0,6,776.0,0,1931,2000,2008
658,912,546,0,3,0,3,3,0.0,0.0,5,5,0.0,1.0,3,912.0,1,0,2,1,4,0,4,3,12,13,1,1,1,6,330.0,1.0,1458,0,1,4,0,659,1,3,3,0,17503,4,3,0,50,3,0.0,2,0,1,12,0,5,6,2,0,1,1,0,97500.0,8,0,6,912.0,192,1948,1950,2010
659,1486,0,0,3,0,3,3,637.0,0.0,1,5,1.0,0.0,3,849.0,1,2,2,1,4,0,2,3,8,8,0,2,1,6,480.0,2.0,1486,0,1,0,2,660,1,3,3,0,9937,0,3,0,20,3,0.0,2,0,3,7,0,7,5,2,0,1,3,4,167000.0,8,0,7,1486.0,0,1964,1999,2009
660,1142,793,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,793.0,1,2,2,1,4,252,4,3,9,10,1,1,2,6,550.0,2.0,1935,1,1,4,5,661,1,3,3,0,12384,1,3,0,60,3,233.0,1,0,11,14,113,7,7,2,0,1,1,4,197900.0,8,0,7,793.0,0,1976,1976,2007
661,1686,762,0,4,0,1,3,1361.0,180.0,2,4,1.0,0.0,2,88.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,711.0,3.0,2448,1,1,0,5,662,1,2,3,0,46589,1,1,0,60,3,528.0,1,0,7,15,76,7,8,2,0,1,3,4,402000.0,8,0,8,1629.0,517,1994,2005,2009
662,1392,0,0,2,0,0,3,0.0,0.0,5,5,1.0,0.0,1,1392.0,1,2,2,1,4,240,4,3,13,14,2,1,1,1,576.0,2.0,1392,0,1,2,2,663,1,3,3,0,13560,0,3,0,20,3,216.0,1,0,7,12,0,3,6,2,0,1,3,4,110000.0,8,0,5,1392.0,0,1968,1968,2009
663,1181,0,0,3,0,3,0,920.0,180.0,1,4,1.0,0.0,2,38.0,1,2,2,1,4,180,4,3,9,10,0,1,2,6,588.0,2.0,1181,0,1,4,6,664,1,3,3,0,10012,4,3,0,85,3,0.0,2,0,4,7,0,5,4,2,0,1,1,4,137500.0,8,0,6,1138.0,0,1972,1972,2008
664,2097,0,0,1,0,3,2,1721.0,0.0,2,5,1.0,0.0,0,356.0,1,6,2,1,4,0,4,2,12,13,1,2,1,6,1134.0,3.0,2097,1,1,0,2,665,1,0,3,0,20896,1,1,0,20,3,0.0,2,0,1,21,267,5,8,2,0,1,1,5,423000.0,6,0,8,2077.0,192,2005,2006,2006
