,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotFullBath,TotHalfBath,HouseAge,YrSinceRemod,TotSF,HasBasement,Has2Floor,HasGarage,HasPool,NewNeighborhood
281,756,756,0,2,4,3,3,507.0,0.0,2,5,1.0,0.0,2,249.0,1,2,2,0,4,0,4,2,8,8,0,2,2,6,440.0,2.0,1512,1,1,0,5,1742,1,2,3,0,2998,4,3,0,160,1,513.0,1,0,8,21,32,5,6,2,0,1,1,4,,8,0,4,756.0,0,2000,2000,2009,3.0,1.0,11,11,1512,1,1,1,0,125.34741523068371
282,713,739,0,3,4,3,3,549.0,0.0,2,5,1.0,0.0,2,142.0,1,2,2,0,4,0,4,2,8,8,0,2,2,6,506.0,2.0,1452,1,1,0,5,1743,1,2,3,0,3768,2,3,0,160,1,218.0,1,0,9,21,34,5,7,2,0,1,3,4,,8,0,6,691.0,0,1999,1999,2009,3.0,1.0,12,12,1452,1,1,1,0,125.34741523068371
283,1694,0,225,2,0,1,1,1252.0,136.0,2,0,1.0,0.0,2,306.0,1,2,2,0,4,0,0,0,8,8,1,1,2,6,642.0,2.0,1694,0,1,0,2,1744,1,0,3,0,14694,4,0,0,20,3,450.0,1,0,6,24,120,9,8,2,0,1,1,4,,8,0,5,1694.0,501,1977,2008,2009,3.0,0.0,34,3,1694,1,0,1,0,121.17843246247915
284,1740,0,0,2,0,3,2,121.0,0.0,3,5,0.0,0.0,2,1619.0,1,2,2,0,4,218,4,2,3,3,0,1,1,6,540.0,2.0,1740,1,1,4,2,1745,1,2,3,0,15417,4,3,0,20,3,0.0,2,0,6,24,20,5,7,2,0,1,1,4,,8,0,7,1740.0,228,1981,1981,2009,1.0,1.0,30,30,1740,1,0,1,0,121.17843246247915
285,1487,1012,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,392.0,1,1,2,0,4,0,2,2,9,10,1,1,2,6,527.0,2.0,2499,1,1,0,7,1746,1,3,2,1,9600,2,3,0,80,3,200.0,1,0,1,24,64,5,8,2,0,1,1,0,,8,0,5,392.0,0,1976,1976,2009,2.0,1.0,35,35,2499,0,1,1,0,121.17843246247915
286,1285,782,0,3,0,3,2,560.0,42.0,2,3,0.0,0.0,3,150.0,1,4,2,0,4,0,4,3,12,13,2,1,2,6,784.0,2.0,2067,1,1,4,5,1747,1,2,3,0,12732,1,0,0,60,3,0.0,2,0,6,14,40,6,7,2,0,1,1,4,,8,0,7,752.0,297,1974,1974,2009,2.0,1.0,37,37,2067,1,1,1,0,101.66759310728182
287,1271,1369,0,5,0,3,3,0.0,0.0,5,5,0.0,0.0,3,932.0,1,3,2,0,4,0,4,3,8,8,1,2,2,6,515.0,2.0,2640,1,1,2,5,1748,1,2,3,0,10400,4,3,0,60,3,256.0,1,0,5,14,120,7,6,2,0,1,1,4,,8,168,8,932.0,0,1967,1997,2009,2.0,1.0,44,14,2640,0,1,1,0,101.66759310728182
288,1336,0,0,3,0,3,2,553.0,147.0,0,4,0.0,1.0,2,588.0,1,1,2,0,4,0,4,3,6,6,1,1,2,6,502.0,2.0,1336,0,1,4,2,1749,1,3,3,0,9600,4,3,0,20,3,128.0,1,650,8,14,11,5,5,2,0,1,1,4,,8,0,6,1288.0,312,1969,1969,2009,2.0,1.0,42,42,1336,1,0,1,0,101.66759310728182
289,1216,0,0,3,0,3,0,955.0,0.0,1,5,1.0,0.0,3,261.0,1,1,2,0,4,0,4,3,6,6,0,1,1,6,336.0,1.0,1216,0,1,4,2,1750,1,3,3,0,9000,4,3,0,20,3,200.0,1,0,8,14,0,5,6,2,0,1,1,0,,8,0,5,1216.0,0,1969,1969,2009,2.0,0.0,42,42,1216,1,0,1,0,101.66759310728182
290,1316,972,0,4,0,3,3,432.0,0.0,2,5,0.0,0.0,2,476.0,1,2,2,0,4,0,2,3,6,6,2,2,1,6,520.0,2.0,2288,2,1,0,5,1751,1,2,3,0,13774,4,0,0,60,3,283.0,1,0,11,14,72,7,7,2,0,1,3,4,,8,156,8,908.0,321,1977,1992,2009,1.0,2.0,34,19,2288,1,1,1,0,101.66759310728182
291,864,0,0,2,0,3,3,648.0,0.0,1,5,0.0,1.0,3,216.0,1,2,2,0,4,0,4,3,6,6,0,2,1,6,312.0,1.0,864,0,1,4,2,1752,1,3,3,0,7130,4,3,0,20,3,0.0,2,0,6,12,0,6,5,2,0,1,1,4,,8,0,5,864.0,0,1967,1967,2009,1.0,1.0,44,44,864,1,0,1,0,77.82101167315176
292,1568,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1568.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,440.0,2.0,1568,1,1,4,2,1753,1,3,3,0,9600,4,3,0,20,3,0.0,2,0,3,12,40,5,5,2,0,1,3,4,,0,0,7,1568.0,160,1967,1967,2009,1.0,1.0,44,44,1568,0,0,1,0,77.82101167315176
293,1165,896,0,4,0,3,3,698.0,0.0,0,5,0.0,1.0,3,467.0,1,2,2,0,4,0,4,3,9,10,1,1,2,6,498.0,2.0,2061,1,1,2,5,1754,1,3,3,0,9600,4,3,0,60,3,252.0,1,0,5,14,77,5,7,2,0,1,1,0,,0,196,8,1165.0,0,1974,1974,2009,2.0,2.0,37,37,2061,1,1,1,0,101.66759310728182
294,1320,0,0,3,0,3,0,962.0,0.0,2,5,0.0,1.0,2,270.0,1,2,2,0,4,0,4,3,6,6,1,1,2,6,495.0,2.0,1320,0,1,1,6,1755,1,3,3,0,16500,4,3,0,85,3,509.0,1,0,5,14,20,5,6,2,0,1,3,4,,8,0,5,1232.0,0,1971,1971,2009,2.0,1.0,40,40,1320,1,0,1,0,101.66759310728182
295,894,0,360,2,0,3,3,734.0,0.0,0,5,1.0,0.0,3,160.0,1,2,2,0,4,0,4,3,12,13,1,1,1,6,396.0,2.0,894,0,1,2,2,1756,1,3,3,0,7436,4,3,0,20,3,0.0,2,0,8,12,0,7,4,2,0,1,1,4,,8,0,5,894.0,0,1960,1960,2009,2.0,0.0,51,51,894,1,0,1,0,77.82101167315176
296,864,0,0,3,0,3,3,403.0,0.0,1,5,0.0,0.0,3,461.0,1,2,2,0,4,0,4,3,8,8,0,1,1,6,308.0,1.0,864,0,1,0,2,1757,1,3,3,0,8125,4,3,0,20,3,0.0,2,0,9,12,0,7,5,2,0,1,3,4,,8,0,5,864.0,0,1959,1959,2009,1.0,0.0,52,52,864,1,0,1,0,77.82101167315176
297,1362,0,0,3,0,3,3,775.0,0.0,1,5,1.0,0.0,3,265.0,1,2,2,0,4,84,4,3,13,14,1,1,1,6,768.0,3.0,1362,0,1,4,2,1758,1,3,3,0,9450,0,0,0,20,3,160.0,1,0,5,12,0,5,4,2,0,1,1,4,,8,0,6,1040.0,0,1957,1957,2009,2.0,0.0,54,54,1362,1,0,1,0,77.82101167315176
298,1728,0,0,3,0,3,3,625.0,201.0,1,3,1.0,0.0,3,222.0,1,2,2,0,4,0,2,3,13,14,1,1,2,2,576.0,2.0,1728,0,1,1,2,1759,1,3,3,0,13495,0,0,0,20,3,70.0,1,0,7,12,99,6,5,2,0,1,1,4,,8,0,7,1048.0,0,1956,1956,2009,3.0,0.0,55,55,1728,1,0,1,0,77.82101167315176
299,1313,0,0,3,0,3,3,310.0,512.0,0,1,1.0,0.0,3,491.0,1,2,2,0,4,0,4,3,13,14,1,1,1,6,610.0,2.0,1313,1,1,4,2,1760,1,2,3,0,9350,4,3,0,20,3,217.0,1,0,2,12,28,6,5,2,0,1,1,4,,8,121,6,1313.0,172,1961,1995,2009,2.0,1.0,50,16,1313,1,0,1,0,77.82101167315176
300,1292,0,0,3,0,3,3,998.0,0.0,3,5,1.0,0.0,3,294.0,1,2,2,0,4,0,2,3,6,6,2,1,1,6,520.0,2.0,1292,1,1,4,2,1761,1,3,3,0,10500,4,0,0,20,3,144.0,3,0,7,12,32,5,5,2,0,1,1,0,,0,92,6,1292.0,0,1964,1964,2009,2.0,1.0,47,47,1292,1,0,1,0,77.82101167315176
301,825,1315,0,4,0,3,3,388.0,0.0,0,5,0.0,0.0,3,356.0,1,2,2,0,4,264,2,3,8,8,1,1,2,6,549.0,2.0,2140,1,1,4,5,1762,1,3,3,0,8970,0,0,0,60,3,0.0,2,0,6,12,40,6,5,2,0,1,1,4,,8,0,7,744.0,0,1965,1965,2009,2.0,1.0,46,46,2140,1,1,1,0,77.82101167315176
302,1576,0,0,4,0,3,1,568.0,0.0,0,5,1.0,0.0,3,640.0,1,2,2,0,4,0,4,3,6,6,1,1,1,6,368.0,2.0,1576,0,1,0,7,1763,1,2,3,0,11475,0,3,0,80,3,90.0,1,0,9,12,0,6,6,2,0,1,3,4,,8,0,7,1208.0,85,1961,1961,2009,2.0,0.0,50,50,1576,1,0,1,0,77.82101167315176
303,960,0,0,2,0,3,3,100.0,247.0,4,0,1.0,0.0,3,613.0,1,2,2,0,4,0,4,3,13,14,0,1,1,6,330.0,1.0,960,0,1,2,2,1764,1,3,3,0,9768,4,3,0,20,3,0.0,2,0,2,12,70,5,5,2,0,1,1,4,,8,0,5,960.0,0,1955,1955,2009,2.0,0.0,56,56,960,1,0,1,0,77.82101167315176
304,1691,0,0,2,0,3,3,1173.0,0.0,4,5,1.0,0.0,3,507.0,1,1,2,0,4,260,4,2,2,2,0,1,1,6,550.0,2.0,1691,0,1,4,2,1765,1,3,3,0,9900,4,3,0,20,3,0.0,2,0,4,12,67,5,6,2,0,1,1,4,,8,0,5,1680.0,0,1967,1967,2009,2.0,0.0,44,44,1691,1,0,1,0,77.82101167315176
305,1453,0,0,3,0,3,3,1312.0,0.0,4,5,1.0,0.0,3,141.0,1,2,2,0,4,0,4,3,8,8,1,1,2,6,530.0,2.0,1453,0,1,0,2,1766,1,3,3,0,10573,0,0,0,20,3,3.0,1,0,4,12,49,6,6,2,0,1,3,4,,8,288,6,1453.0,0,1961,1961,2009,3.0,0.0,50,50,1453,1,0,1,0,77.82101167315176
306,1567,0,0,2,0,3,3,1387.0,0.0,0,5,1.0,0.0,3,175.0,1,2,2,0,4,0,2,3,8,8,2,1,2,6,542.0,2.0,1567,0,1,2,2,1767,1,2,3,0,14695,4,0,0,20,3,210.0,1,0,7,12,110,8,6,2,0,1,1,4,,8,342,5,1562.0,0,1966,2008,2009,3.0,0.0,45,3,1567,1,0,1,0,77.82101167315176
307,1144,0,0,3,0,3,3,856.0,0.0,0,5,1.0,0.0,3,313.0,1,2,2,0,4,0,4,2,13,14,0,1,1,6,286.0,1.0,1144,0,1,4,2,1768,1,3,3,0,8760,4,3,0,20,3,164.0,1,0,6,12,0,7,5,2,0,1,1,4,,8,0,6,1169.0,257,1956,1956,2009,2.0,0.0,55,55,1144,1,0,1,0,77.82101167315176
308,1329,0,0,3,0,3,3,544.0,0.0,1,5,0.0,0.0,3,785.0,1,2,2,0,4,203,4,3,9,10,2,1,1,6,441.0,2.0,1329,1,1,2,2,1769,1,3,3,0,12285,4,0,0,20,3,128.0,1,0,8,12,0,6,7,2,0,1,1,4,,8,0,5,1329.0,0,1960,1960,2009,1.0,1.0,51,51,1329,1,0,1,0,77.82101167315176
309,988,0,0,3,0,3,3,708.0,0.0,0,5,1.0,0.0,3,280.0,1,2,2,0,4,0,4,2,8,8,0,1,2,6,297.0,1.0,988,0,1,4,2,1770,1,2,3,0,9240,4,0,0,20,3,0.0,2,0,6,12,0,8,6,2,0,1,3,4,,8,0,6,988.0,156,1959,1998,2009,3.0,0.0,52,13,988,1,0,1,0,77.82101167315176
310,1202,0,0,3,0,3,3,435.0,202.0,4,1,0.0,1.0,3,565.0,1,2,2,0,4,120,4,3,3,3,0,1,1,6,304.0,1.0,1202,0,1,4,2,1771,1,3,3,0,8750,4,3,0,20,3,0.0,2,0,11,12,35,5,5,2,0,1,1,0,,0,0,6,1202.0,0,1956,1956,2009,1.0,1.0,55,55,1202,1,0,1,0,77.82101167315176
311,1382,0,0,3,0,3,3,172.0,483.0,4,3,0.0,1.0,3,727.0,1,2,2,0,0,0,4,3,0,0,0,1,1,6,350.0,1.0,1382,0,1,2,2,1772,1,2,3,0,8750,4,3,0,20,3,0.0,2,0,7,12,0,5,5,2,0,1,1,4,,8,0,6,1382.0,280,1955,1955,2009,1.0,1.0,56,56,1382,1,0,1,0,77.82101167315176
312,1200,0,0,3,0,3,3,155.0,750.0,4,3,1.0,0.0,3,295.0,1,2,2,0,4,140,4,3,9,10,2,1,1,6,294.0,1.0,1200,0,1,4,2,1773,1,3,3,0,10400,0,3,0,20,3,0.0,2,0,11,12,189,5,4,2,0,1,1,3,,8,0,6,1200.0,0,1956,1956,2009,2.0,0.0,55,55,1200,1,0,1,0,77.82101167315176
313,1866,0,0,4,2,3,3,0.0,0.0,5,5,0.0,0.0,3,1866.0,1,2,2,0,4,0,4,3,13,14,0,2,2,6,495.0,2.0,1866,0,1,0,2,1774,2,3,3,0,9482,4,3,0,90,3,657.0,1,0,12,12,0,4,5,2,0,1,3,4,,8,0,8,1866.0,0,1958,1958,2009,2.0,0.0,53,53,1866,0,0,1,0,77.82101167315176
314,1062,0,0,3,0,3,3,490.0,0.0,0,5,1.0,0.0,3,572.0,1,2,2,0,4,0,4,3,8,8,0,1,1,6,297.0,1.0,1062,0,1,2,2,1775,1,3,3,0,8128,1,0,0,20,3,80.0,1,0,2,12,0,7,6,2,0,1,3,4,,8,0,6,1062.0,0,1954,1954,2009,2.0,0.0,57,57,1062,1,0,1,0,77.82101167315176
315,1112,0,0,2,0,3,3,308.0,0.0,4,5,0.0,0.0,3,323.0,1,2,2,0,0,0,4,3,8,8,0,1,1,6,480.0,2.0,1112,0,1,4,2,1776,1,3,3,0,13070,0,3,0,20,3,0.0,2,0,10,12,0,5,5,2,0,1,3,4,,8,255,5,631.0,0,1951,1951,2009,1.0,0.0,60,60,1112,1,0,1,0,77.82101167315176
316,793,0,0,2,0,3,3,700.0,0.0,1,5,1.0,0.0,3,93.0,1,2,2,0,4,0,2,3,8,8,0,1,1,6,240.0,1.0,793,0,1,4,2,1777,1,1,3,0,8480,0,3,0,30,3,0.0,2,0,8,12,0,6,5,2,0,1,1,4,,8,0,4,793.0,0,1945,1950,2009,2.0,0.0,66,61,793,1,0,1,0,77.82101167315176
317,1031,0,0,2,0,3,3,931.0,0.0,2,5,1.0,0.0,3,100.0,1,2,2,0,4,0,4,2,13,14,0,1,1,6,230.0,1.0,1031,0,1,2,2,1778,1,2,3,0,7626,4,3,0,20,3,0.0,2,0,3,12,0,8,5,2,0,1,3,4,,8,0,5,1031.0,0,1952,2005,2009,2.0,0.0,59,6,1031,1,0,1,0,77.82101167315176
318,1210,0,0,2,0,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,0,0,100,4,3,13,14,0,3,1,6,616.0,1.0,1210,1,1,4,2,1779,1,3,3,0,9533,4,3,0,20,3,140.0,1,0,8,12,0,5,5,2,0,1,3,4,,3,0,7,0.0,208,1953,1953,2009,1.0,1.0,58,58,1210,0,0,1,0,77.82101167315176
319,801,726,0,3,0,3,2,699.0,0.0,0,5,1.0,0.0,3,0.0,1,0,2,0,0,134,4,3,14,15,1,1,1,6,410.0,2.0,1527,1,1,0,5,1780,1,3,3,0,11419,0,3,0,60,3,0.0,2,0,12,12,0,7,7,2,0,1,1,4,,8,0,6,699.0,0,1948,1999,2009,2.0,1.0,63,12,1527,1,1,1,0,77.82101167315176
320,1200,0,0,3,0,3,3,390.0,0.0,1,5,0.0,0.0,3,810.0,1,2,2,0,4,0,4,3,13,14,0,1,1,6,246.0,1.0,1200,0,1,4,2,1781,1,3,3,0,9600,4,3,0,20,3,0.0,2,0,8,12,0,6,5,2,0,1,1,4,,8,0,6,1200.0,126,1950,1950,2009,1.0,0.0,61,61,1200,1,0,1,0,77.82101167315176
321,792,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,792.0,1,2,2,0,0,0,4,3,8,8,0,1,1,6,366.0,1.0,792,0,1,2,2,1782,1,3,3,0,5470,4,3,0,20,3,0.0,2,0,8,17,90,5,3,2,0,1,1,4,,8,0,4,792.0,0,1958,1958,2009,1.0,0.0,53,53,792,0,0,1,0,66.14785992217898
322,676,676,0,4,0,3,3,0.0,0.0,5,5,0.0,1.0,3,676.0,1,2,2,0,4,128,2,3,12,13,0,0,2,6,720.0,2.0,1352,0,1,0,5,1783,1,2,3,0,10800,4,3,0,60,3,0.0,2,0,8,17,0,7,5,2,0,1,1,4,,8,0,7,676.0,187,1939,2006,2009,2.0,1.0,72,5,1352,0,1,1,0,66.14785992217898
323,717,322,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,1,405.0,1,2,2,0,4,168,2,2,8,8,0,0,1,6,281.0,1.0,1039,0,1,2,5,1784,1,3,3,0,8146,0,3,0,70,3,0.0,2,0,5,17,0,8,4,0,0,1,1,4,,8,111,6,405.0,0,1900,2003,2009,1.0,0.0,111,8,1039,0,1,1,0,66.14785992217898
324,1078,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1054.0,1,2,2,0,4,0,4,3,8,8,0,0,1,6,264.0,1.0,1078,0,1,0,2,1785,1,0,3,0,10230,4,3,0,30,3,0.0,2,0,12,17,0,7,5,0,0,1,1,4,,8,112,6,1054.0,0,1925,1950,2009,1.0,0.0,86,61,1078,0,0,1,0,66.14785992217898
325,1313,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1313.0,1,2,2,0,4,432,4,3,8,8,1,0,2,3,528.0,2.0,2377,0,1,4,0,1786,1,2,3,0,10410,4,3,1064,50,3,0.0,2,0,6,17,0,5,4,2,0,1,1,4,,8,0,8,1313.0,0,1915,1950,2009,2.0,0.0,96,61,1313,0,0,1,0,66.14785992217898
326,930,760,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,560.0,1,0,2,0,4,112,2,2,12,13,0,2,2,6,624.0,2.0,1690,0,1,0,5,1787,1,2,3,0,7200,0,3,0,70,3,0.0,2,0,8,17,0,9,7,2,0,1,1,4,,8,0,5,560.0,0,1910,2008,2009,2.0,0.0,101,3,1690,0,1,1,0,66.14785992217898
327,599,0,0,2,0,3,3,0.0,0.0,5,5,1.0,0.0,1,416.0,0,0,2,0,0,0,4,1,11,12,0,2,1,6,0.0,0.0,599,0,1,2,2,1788,1,2,3,0,5400,4,3,0,30,3,0.0,2,0,6,17,81,5,2,0,0,1,1,4,,8,0,4,416.0,0,1940,1950,2009,2.0,0.0,71,61,599,0,0,0,0,66.14785992217898
328,846,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,720.0,0,2,2,0,4,0,4,3,13,14,0,0,1,6,576.0,2.0,846,0,1,4,2,1789,1,2,3,0,10800,4,3,0,30,3,0.0,2,0,6,17,0,7,5,0,0,1,1,4,,8,0,4,720.0,0,1920,1950,2009,1.0,0.0,91,61,846,0,0,1,0,66.14785992217898
329,725,0,0,1,0,3,3,0.0,0.0,5,5,0.0,0.0,3,630.0,1,2,2,0,0,0,4,3,12,13,0,0,1,6,320.0,1.0,725,1,1,4,2,1790,1,3,3,0,10800,0,3,0,30,3,0.0,2,0,11,17,30,5,3,2,0,1,1,4,,8,0,4,630.0,0,1890,1998,2009,1.0,1.0,121,13,725,0,0,1,0,66.14785992217898
330,1248,1296,0,6,2,3,3,0.0,0.0,5,5,0.0,0.0,3,1248.0,1,0,2,0,4,0,4,3,8,8,0,1,2,6,907.0,3.0,2544,2,1,4,5,1791,2,3,3,0,9671,0,3,0,90,3,480.0,3,0,8,12,0,5,6,2,0,1,1,4,,8,0,12,1248.0,0,1969,1969,2009,2.0,2.0,42,42,2544,0,1,1,0,77.82101167315176
331,1380,0,0,3,0,3,3,384.0,0.0,4,5,0.0,0.0,3,996.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,364.0,1.0,1380,1,1,1,2,1792,1,3,3,0,10143,4,3,0,20,3,295.0,1,0,6,12,0,7,6,2,0,1,1,4,,8,216,6,1380.0,0,1963,1963,2009,1.0,1.0,48,48,1380,1,0,1,0,77.82101167315176
332,1040,0,0,3,0,0,3,872.0,60.0,1,4,1.0,0.0,3,108.0,1,2,2,0,4,156,4,1,6,6,1,1,1,2,480.0,2.0,1040,0,1,2,2,1793,1,3,3,0,11500,4,0,0,20,3,0.0,2,0,5,12,0,4,6,2,0,1,1,4,,8,0,6,1040.0,0,1967,1967,2009,2.0,0.0,44,44,1040,1,0,1,0,77.82101167315176
333,951,0,0,2,0,3,2,745.0,0.0,2,5,1.0,0.0,3,206.0,1,2,2,0,4,42,2,2,13,14,0,1,1,6,480.0,2.0,951,0,1,2,2,1794,1,2,3,0,8010,4,3,0,20,3,0.0,2,450,9,12,0,9,6,2,0,1,3,4,,8,0,6,951.0,0,1958,2007,2009,2.0,0.0,53,4,951,1,0,1,0,77.82101167315176
334,1105,0,0,3,0,3,3,546.0,0.0,4,5,0.0,0.0,3,559.0,1,2,2,0,0,0,4,3,9,10,0,1,1,6,308.0,1.0,1105,0,1,2,2,1795,1,3,3,0,10454,0,0,0,20,3,143.0,3,0,4,12,0,6,6,2,0,1,3,4,,8,0,5,1105.0,0,1957,1957,2009,1.0,0.0,54,54,1105,1,0,1,0,77.82101167315176
335,1142,0,0,2,0,3,1,0.0,0.0,5,5,0.0,0.0,2,160.0,1,2,2,0,4,64,4,3,13,14,1,1,1,6,384.0,1.0,1142,0,1,1,2,1796,1,3,1,1,9000,4,0,0,20,3,82.0,1,0,4,12,28,6,6,2,0,5,0,4,,8,0,5,160.0,0,1958,1958,2009,1.0,0.0,53,53,1142,0,0,1,0,77.82101167315176
336,765,368,0,3,0,3,0,621.0,0.0,4,5,0.0,0.0,3,174.0,0,0,2,0,4,0,4,3,13,14,0,1,1,6,900.0,2.0,1133,0,1,2,0,1797,1,3,3,0,8064,4,3,0,50,3,0.0,2,0,12,12,0,5,6,2,0,1,1,0,,0,231,5,795.0,0,1950,1950,2009,1.0,0.0,61,61,1133,1,1,1,0,77.82101167315176
337,1041,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1041.0,1,2,2,0,4,0,4,3,3,3,0,1,1,6,294.0,1.0,1041,0,1,2,2,1798,1,3,3,0,7350,4,3,0,20,3,0.0,2,0,3,12,0,6,5,2,0,1,3,4,,8,0,6,1041.0,0,1958,1958,2009,1.0,0.0,53,53,1041,0,0,1,0,77.82101167315176
338,732,0,0,2,0,1,3,630.0,102.0,0,1,1.0,0.0,3,0.0,1,2,2,0,4,0,2,3,8,8,0,1,1,6,240.0,1.0,732,0,1,4,2,1799,1,3,3,0,7200,0,3,0,20,3,0.0,2,0,9,12,68,7,5,2,0,1,1,4,,8,0,4,732.0,0,1952,1952,2009,2.0,0.0,59,59,732,1,0,1,0,77.82101167315176
339,1183,0,0,3,0,3,0,433.0,95.0,2,4,1.0,0.0,2,0.0,1,2,2,0,4,0,4,3,3,10,0,1,1,6,288.0,1.0,1183,0,1,4,7,1800,1,3,3,0,8000,4,3,0,80,3,0.0,2,0,7,12,0,5,5,2,0,1,1,4,,8,0,6,528.0,0,1959,1959,2009,2.0,0.0,52,52,1183,1,0,1,0,77.82101167315176
340,832,629,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,832.0,1,0,2,0,1,0,4,3,8,8,0,1,2,6,384.0,1.0,1461,0,1,4,0,1801,1,3,3,0,10800,4,3,0,50,3,0.0,2,0,8,12,204,7,4,2,0,1,1,4,,8,0,6,832.0,0,1949,1996,2009,2.0,0.0,62,15,1461,0,1,1,0,77.82101167315176
341,1064,0,0,3,0,3,3,120.0,0.0,3,5,0.0,0.0,3,744.0,1,0,2,0,4,0,4,3,8,8,0,1,1,6,576.0,2.0,1495,0,1,4,0,1802,1,3,3,0,8064,0,3,431,50,3,0.0,2,0,8,12,36,7,6,2,0,1,1,0,,0,0,6,864.0,180,1948,1994,2009,1.0,0.0,63,17,1064,1,0,1,0,77.82101167315176
342,993,813,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,780.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,483.0,2.0,1806,1,1,4,5,1803,1,3,3,0,7570,0,3,0,60,3,420.0,1,0,3,12,55,5,6,2,0,1,1,4,,8,0,8,780.0,0,1964,1964,2009,1.0,1.0,47,47,1806,0,1,1,0,77.82101167315176
343,941,0,0,2,2,3,0,941.0,0.0,2,5,1.0,0.0,2,0.0,1,2,2,0,4,0,2,3,9,10,0,1,1,6,564.0,2.0,941,0,1,2,6,1804,1,2,3,0,8604,4,0,0,90,3,124.0,1,0,11,12,40,7,5,2,0,1,1,4,,8,0,4,941.0,0,1978,1978,2009,2.0,0.0,33,33,941,1,0,1,0,77.82101167315176
344,1045,0,0,3,0,3,3,826.0,0.0,1,5,1.0,0.0,3,219.0,1,2,2,0,4,0,4,3,6,6,1,1,1,6,264.0,1.0,1045,0,1,4,2,1805,1,3,3,0,7936,4,3,0,20,3,0.0,2,0,4,12,0,6,6,2,0,1,3,4,,8,0,6,1045.0,0,1963,1963,2009,2.0,0.0,48,48,1045,1,0,1,0,77.82101167315176
345,861,517,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,901.0,1,2,2,0,4,40,4,3,13,14,0,2,1,6,162.0,1.0,1378,0,1,2,0,1806,1,2,3,0,4080,4,3,0,50,4,0.0,2,0,6,17,0,8,6,1,0,1,1,4,,8,0,6,901.0,54,1935,1998,2009,1.0,0.0,76,13,1378,0,1,1,0,66.14785992217898
346,972,972,0,4,2,3,2,633.0,0.0,3,5,1.0,0.0,3,339.0,0,2,2,0,0,169,4,3,13,14,0,1,2,6,324.0,2.0,1944,0,1,2,5,1807,2,3,3,0,10307,4,3,0,90,4,0.0,2,0,6,17,28,5,6,0,0,1,1,4,,8,0,12,972.0,0,1910,1950,2009,3.0,0.0,101,61,1944,1,1,1,0,66.14785992217898
347,810,496,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,240.0,1,2,2,0,4,0,2,3,12,13,0,1,1,6,472.0,2.0,1306,1,1,4,0,1808,1,2,3,0,15660,4,3,0,50,4,0.0,2,0,7,17,0,8,5,0,0,1,1,4,,8,0,6,240.0,0,1910,2003,2009,1.0,1.0,101,8,1306,0,1,1,0,66.14785992217898
348,764,700,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,504.0,1,2,2,0,4,176,4,2,12,13,0,1,2,6,0.0,0.0,1464,0,1,0,5,1809,1,3,3,0,9900,0,3,0,70,4,0.0,2,0,3,17,0,8,5,0,0,1,1,4,,8,0,7,504.0,0,1910,2002,2009,2.0,0.0,101,9,1464,0,1,0,0,66.14785992217898
349,868,690,0,3,0,3,3,421.0,0.0,0,5,0.0,0.0,3,269.0,1,2,2,0,0,0,4,3,13,14,1,0,1,6,400.0,2.0,1558,1,1,4,5,1810,1,3,3,0,6406,4,3,0,70,4,0.0,2,0,10,17,36,6,5,2,0,1,1,4,,8,182,7,690.0,0,1939,1950,2009,1.0,1.0,72,61,1558,1,1,1,0,66.14785992217898
