,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotFullBath,TotHalfBath,HouseAge,YrSinceRemod,TotSF,HasBasement,Has2Floor,HasGarage,HasPool,SalePriceLog,NewNeighborhood
176,1164,896,0,4,0,3,3,831.0,0.0,2,5,0.0,1.0,2,320.0,1,2,2,1,4,0,4,2,9,10,1,2,2,6,521.0,2.0,2060,1,1,4,5,177,1,3,3,0,10029,0,0,0,60,3,268.0,1,0,9,4,228,5,6,2,0,1,1,4,211000.0,8,192,8,1151.0,0,1988,1989,2007,2.0,2.0,23,22,2060,1,1,1,0,12.259613412458204,111.31183991106171
177,1252,668,0,4,0,3,3,57.0,441.0,0,1,1.0,0.0,3,554.0,1,2,2,1,4,0,2,2,8,8,1,1,2,6,451.0,2.0,1920,0,1,0,0,178,1,2,3,0,13650,4,3,0,50,3,0.0,2,0,7,19,0,5,5,2,0,1,1,4,172500.0,8,0,8,1052.0,0,1958,1958,2006,3.0,0.0,53,53,1920,1,1,1,0,12.058152515453552,75.04168982768205
178,2234,0,0,1,0,3,3,1904.0,0.0,2,5,1.0,0.0,0,312.0,1,2,2,1,4,0,4,0,12,13,1,2,2,6,1166.0,3.0,2234,0,1,0,2,179,1,0,3,0,17423,1,0,0,20,3,748.0,3,0,7,22,60,5,9,2,0,1,3,5,501837.0,6,0,9,2216.0,0,2008,2009,2009,3.0,0.0,3,2,2234,1,0,1,0,13.1260306447518,154.53029460811564
179,968,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,968.0,1,2,2,1,4,184,4,2,13,14,0,1,1,6,480.0,2.0,968,0,1,4,2,180,1,3,3,0,8520,4,3,0,30,4,0.0,2,0,7,17,0,6,5,0,0,1,1,4,100000.0,8,0,5,968.0,0,1923,2006,2007,1.0,0.0,88,5,968,0,0,1,0,11.512925464970229,66.14785992217898
180,769,756,0,3,3,3,3,436.0,0.0,2,5,0.0,0.0,2,320.0,1,2,2,1,4,0,4,2,8,8,1,2,2,6,440.0,2.0,1525,1,1,0,5,181,1,2,3,0,2117,4,3,0,160,1,456.0,1,0,6,21,0,5,6,2,0,1,1,4,177000.0,8,0,5,756.0,0,2000,2000,2007,2.0,1.0,11,11,1525,1,1,1,0,12.083905011555967,125.34741523068371
181,901,901,0,4,0,3,3,352.0,0.0,3,5,0.0,0.0,1,441.0,1,2,2,1,4,40,4,3,11,12,1,0,1,6,216.0,1.0,1802,1,1,2,5,182,1,3,3,0,7588,4,3,0,70,3,0.0,2,0,7,6,0,6,7,2,0,1,1,4,200100.0,8,0,9,793.0,0,1920,1950,2006,1.0,1.0,91,61,1802,1,1,1,0,12.206572520571825,111.51973318510284
182,1340,0,180,3,0,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,0,2,1,4,0,4,3,13,14,1,2,1,6,252.0,1.0,1340,0,1,0,2,183,1,3,3,0,9060,4,3,0,20,3,98.0,1,0,6,7,0,6,5,2,0,1,3,4,120000.0,8,0,7,0.0,116,1957,2006,2007,1.0,0.0,54,5,1340,0,0,1,0,11.695247021764184,67.67648693718733
183,1362,720,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1362.0,1,2,2,1,4,0,4,3,12,13,0,2,2,4,484.0,2.0,2082,1,1,0,0,184,1,2,3,0,11426,4,3,0,50,4,0.0,2,0,6,17,238,5,7,0,0,1,1,4,200000.0,8,0,6,1362.0,280,2003,2003,2008,2.0,1.0,8,8,2082,0,1,1,0,12.206072645530174,66.14785992217898
184,936,316,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,1,504.0,1,6,1,1,4,0,4,3,0,10,0,2,1,6,576.0,2.0,1252,0,1,2,0,185,1,3,3,0,7438,4,0,0,50,3,0.0,2,0,6,3,0,8,5,2,0,1,1,4,127000.0,8,0,5,504.0,104,1908,1991,2006,1.0,0.0,103,20,1252,0,1,1,0,11.751942365440728,69.09394107837687
185,1518,1518,0,4,0,3,2,0.0,0.0,5,5,0.0,0.0,3,1107.0,1,0,2,1,4,0,2,2,13,14,2,0,2,6,840.0,3.0,3608,1,1,0,3,186,1,0,3,0,22950,4,1,572,75,4,0.0,2,0,6,17,260,9,10,2,0,7,1,4,475000.0,8,410,12,1107.0,0,1892,1993,2006,2.0,1.0,119,18,3036,0,1,1,0,13.071070083016778,66.14785992217898
186,1217,0,0,3,0,3,0,611.0,0.0,2,5,1.0,0.0,2,577.0,1,2,2,1,4,0,4,3,6,6,0,2,2,6,497.0,2.0,1217,0,1,0,7,187,1,2,3,0,9947,1,0,0,80,3,0.0,2,0,6,11,27,5,7,2,0,1,1,4,173000.0,8,0,6,1188.0,168,1990,1991,2009,3.0,0.0,21,20,1217,1,0,1,0,12.061046873479915,85.32518065591995
187,808,704,140,3,0,3,3,0.0,0.0,5,5,0.0,0.0,1,660.0,1,2,2,1,4,0,4,3,6,6,0,1,2,3,180.0,1.0,1656,1,1,0,0,188,1,3,3,0,10410,4,3,144,50,3,0.0,2,0,8,17,0,7,5,0,0,1,1,4,135000.0,8,0,8,660.0,0,1916,1987,2009,2.0,1.0,95,24,1512,0,1,1,0,11.813030057420567,66.14785992217898
188,1224,0,0,2,2,3,0,1086.0,0.0,2,5,2.0,0.0,2,0.0,1,1,2,1,4,0,4,3,9,10,2,1,0,6,528.0,2.0,1224,2,1,4,6,189,2,3,0,0,7018,4,3,0,90,3,275.0,3,0,6,20,0,5,5,2,0,1,1,2,153337.0,8,0,6,1086.0,120,1979,1979,2009,2.0,2.0,32,32,1224,1,0,1,0,11.940393392554734,100.0
189,1593,0,0,0,4,3,0,1153.0,0.0,2,5,1.0,0.0,0,440.0,1,2,2,1,4,0,4,2,5,5,1,2,1,6,682.0,2.0,1593,1,1,0,2,190,1,0,3,0,4923,4,3,0,120,3,0.0,2,0,8,22,120,5,8,2,0,1,1,4,286000.0,8,224,5,1593.0,0,2001,2002,2008,2.0,1.0,10,9,1593,1,0,1,0,12.56374708980199,154.53029460811564
190,1549,1178,0,3,0,1,3,297.0,0.0,4,5,0.0,0.0,2,556.0,1,2,2,1,4,0,4,2,3,3,2,1,2,0,440.0,2.0,2727,1,1,4,5,191,1,2,0,1,10570,4,3,0,70,3,0.0,2,0,12,6,74,8,8,2,0,1,3,4,315000.0,8,0,10,853.0,0,1932,1994,2007,2.0,1.0,79,17,2727,1,1,1,0,12.66032791780777,111.51973318510284
191,725,754,0,4,0,3,3,626.0,0.0,0,5,1.0,0.0,3,99.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,484.0,2.0,1479,1,1,2,5,192,1,2,3,0,7472,1,0,0,60,3,138.0,1,0,6,12,32,9,7,2,0,1,1,4,184000.0,8,0,7,725.0,0,1972,2004,2007,2.0,1.0,39,7,1479,1,1,1,0,12.122691036591123,77.82101167315176
192,1431,0,0,3,0,3,0,560.0,0.0,2,5,1.0,0.0,2,871.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,666.0,2.0,1431,0,1,0,2,193,1,2,3,0,9017,4,0,0,20,3,0.0,2,0,9,5,35,5,7,2,0,1,1,4,192000.0,8,0,6,1431.0,0,1999,1999,2009,3.0,0.0,12,12,1431,1,0,1,0,12.165250651009918,109.61645358532519
193,970,739,0,3,3,3,3,0.0,0.0,5,5,0.0,0.0,2,970.0,1,2,2,1,4,0,4,2,12,13,0,2,2,0,380.0,2.0,1709,0,1,0,5,194,1,2,3,0,2522,4,3,0,160,4,50.0,3,0,5,7,40,5,7,2,0,1,1,4,130000.0,8,0,7,970.0,0,2004,2004,2006,2.0,0.0,7,7,1709,0,1,1,0,11.77528972943772,67.67648693718733
194,864,0,0,3,0,3,0,390.0,0.0,0,5,0.0,0.0,3,474.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,352.0,1.0,864,0,1,4,2,195,1,3,3,0,7180,4,0,0,20,3,0.0,2,0,5,5,0,7,5,2,0,1,3,4,127000.0,8,0,5,864.0,0,1972,1972,2008,1.0,0.0,39,39,864,1,0,1,0,11.751942365440728,109.61645358532519
195,855,601,0,3,3,3,3,566.0,0.0,0,5,0.0,0.0,2,289.0,1,2,2,1,4,0,4,3,9,2,1,1,2,6,440.0,2.0,1456,1,1,4,5,196,1,3,3,0,2280,2,3,0,160,3,0.0,2,0,7,13,0,6,6,2,0,1,1,4,148500.0,8,0,7,855.0,87,1976,1976,2009,2.0,1.0,35,35,1456,1,1,1,0,11.908340237224891,81.1561978877154
196,1726,0,0,3,0,3,3,1126.0,0.0,2,5,1.0,0.0,0,600.0,1,2,2,1,4,0,4,0,5,5,1,2,2,6,786.0,3.0,1726,0,1,0,2,197,1,0,3,0,9416,4,3,0,20,3,205.0,3,0,9,21,138,5,7,2,0,1,3,5,311872.0,6,266,8,1726.0,171,2007,2007,2007,3.0,0.0,4,4,1726,1,0,1,0,12.650348126203179,125.34741523068371
197,1360,1360,0,4,0,3,3,1036.0,184.0,2,3,1.0,1.0,3,140.0,1,0,2,1,4,552,2,2,11,12,1,2,2,6,795.0,2.0,3112,0,1,2,5,198,1,2,3,0,25419,0,3,392,75,3,0.0,2,0,3,12,16,4,8,2,512,1,1,0,235000.0,8,0,8,1360.0,0,1918,1990,2006,3.0,1.0,93,21,2720,1,1,1,1,12.367340793126296,77.82101167315176
198,929,929,0,5,0,3,3,0.0,0.0,5,5,0.0,0.0,3,755.0,1,2,2,1,4,30,4,3,13,14,0,1,1,6,0.0,0.0,2229,0,1,0,3,199,1,3,3,0,5520,0,3,371,75,4,0.0,2,0,7,17,198,6,6,2,0,1,1,0,104000.0,8,0,8,755.0,0,1912,1950,2009,1.0,0.0,99,61,1858,0,1,0,0,11.55214617812351,66.14785992217898
199,1713,0,0,3,0,3,0,1088.0,0.0,2,5,1.0,0.0,0,625.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,856.0,3.0,1713,0,1,0,2,200,1,0,3,0,9591,4,3,0,20,3,262.0,1,0,1,16,26,5,8,2,0,1,3,4,274900.0,8,170,7,1713.0,0,2004,2005,2009,3.0,0.0,7,6,1713,1,0,1,0,12.524162674153336,175.09727626459144
200,1121,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1121.0,1,2,2,1,4,0,4,3,12,13,0,2,2,6,440.0,2.0,1121,0,1,0,2,201,1,3,3,0,8546,0,3,0,20,4,0.0,2,0,3,7,64,5,4,2,0,1,1,4,140000.0,8,0,5,1121.0,132,2003,2004,2010,2.0,0.0,8,7,1121,0,0,1,0,11.84939770159144,67.67648693718733
201,1279,0,0,3,0,3,3,641.0,279.0,0,3,0.0,1.0,3,276.0,1,2,2,1,4,0,4,3,9,10,2,1,2,6,473.0,2.0,1279,0,1,4,2,202,1,3,3,0,10125,4,3,0,20,3,0.0,2,0,2,11,83,6,6,2,0,1,1,4,171500.0,8,0,6,1196.0,238,1977,1977,2008,2.0,1.0,34,34,1279,1,0,1,0,12.052338545588132,85.32518065591995
202,865,445,0,2,0,3,3,617.0,0.0,3,5,0.0,0.0,1,0.0,1,0,2,1,4,126,2,3,8,8,0,0,2,2,398.0,1.0,1310,0,1,2,0,203,1,3,3,0,7000,0,3,0,50,3,0.0,2,0,5,17,0,6,6,2,0,1,1,4,112000.0,0,0,6,617.0,0,1924,1950,2006,2.0,0.0,87,61,1310,1,1,1,0,11.626254150277232,66.14785992217898
203,848,0,0,1,4,3,0,662.0,0.0,2,5,1.0,0.0,2,186.0,1,2,2,1,4,0,4,2,12,13,1,2,1,6,420.0,2.0,848,0,1,0,2,204,1,2,3,0,4438,4,3,0,120,4,205.0,1,0,1,5,0,5,6,2,0,1,1,4,149000.0,8,0,3,848.0,149,2004,2004,2008,2.0,0.0,7,7,848,1,0,1,0,11.911701584927597,109.61645358532519
204,720,564,0,2,0,3,3,312.0,0.0,3,5,0.0,0.0,3,408.0,1,2,2,1,4,0,4,3,0,0,0,1,1,6,240.0,1.0,1284,1,1,4,0,205,1,3,3,0,3500,4,3,0,50,4,0.0,2,0,4,17,35,7,5,2,0,1,1,4,110000.0,8,0,5,720.0,0,1947,1950,2009,1.0,1.0,64,61,1284,1,1,1,0,11.608235644774552,66.14785992217898
205,1442,0,508,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1424.0,1,2,2,1,4,0,4,3,6,6,0,2,2,6,500.0,2.0,1442,0,1,0,2,206,1,3,3,0,11851,0,3,0,20,3,0.0,2,0,5,8,34,5,7,2,0,1,1,4,180500.0,8,0,5,1424.0,0,1990,1990,2009,2.0,0.0,21,21,1442,0,0,1,0,12.103486056755072,100.61145080600333
206,1696,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1140.0,1,5,2,1,4,0,2,3,6,6,1,1,1,3,349.0,1.0,1696,1,1,4,2,207,1,3,3,0,13673,1,0,0,20,3,0.0,2,0,3,19,30,5,5,2,0,1,1,4,143900.0,8,0,8,1140.0,0,1962,1962,2007,1.0,1.0,49,49,1696,0,0,1,0,11.876873892875459,75.04168982768205
207,1100,0,0,3,0,3,3,419.0,306.0,0,4,1.0,0.0,3,375.0,1,2,2,1,4,0,4,3,13,14,1,2,1,6,312.0,1.0,1100,0,1,4,2,208,1,3,3,0,12493,4,0,0,20,3,0.0,2,0,4,12,0,5,4,2,0,1,1,4,141000.0,8,0,6,1100.0,355,1960,1960,2008,2.0,0.0,51,51,1100,1,0,1,0,11.856515169360305,77.82101167315176
208,1180,882,0,3,0,3,1,1065.0,0.0,2,5,1.0,0.0,2,92.0,1,2,2,1,4,0,4,2,9,10,1,1,2,6,454.0,2.0,2062,1,1,0,5,209,1,3,2,1,14364,4,0,0,60,3,128.0,1,0,4,20,55,5,7,2,0,1,1,4,277000.0,8,154,7,1157.0,60,1988,1989,2007,3.0,1.0,23,22,2062,1,1,1,0,12.531772785169476,100.0
209,1092,0,0,3,0,3,3,787.0,0.0,4,5,1.0,0.0,2,305.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,504.0,2.0,1092,0,1,0,2,210,1,3,3,0,8250,4,3,0,20,3,260.0,3,0,7,12,0,7,6,2,0,1,3,4,145000.0,8,0,6,1092.0,0,1964,1964,2008,2.0,0.0,47,47,1092,1,0,1,0,11.884489021402711,77.82101167315176
210,864,0,0,2,0,3,3,468.0,0.0,4,5,1.0,0.0,3,396.0,0,2,2,1,0,96,4,3,11,12,0,1,1,6,0.0,0.0,864,0,1,4,2,211,1,3,3,0,5604,4,3,0,30,3,0.0,2,0,4,7,0,6,5,2,0,1,1,4,98000.0,8,0,5,864.0,0,1925,1950,2008,2.0,0.0,86,61,864,1,0,0,0,11.49272275765271,67.67648693718733
211,1212,0,0,3,0,3,2,36.0,0.0,2,5,0.0,0.0,2,1176.0,1,2,2,1,4,0,4,3,12,13,0,2,2,6,460.0,2.0,1212,0,1,0,2,212,1,2,3,0,10420,0,3,0,20,3,0.0,2,0,3,7,22,5,6,2,0,1,1,4,186000.0,8,0,6,1212.0,100,2009,2009,2010,2.0,0.0,2,2,1212,1,0,1,0,12.133501952695338,67.67648693718733
212,932,920,0,3,0,3,3,822.0,0.0,2,5,1.0,0.0,2,78.0,1,2,2,1,4,0,4,3,12,13,1,2,2,6,644.0,2.0,1852,1,1,0,5,213,1,2,3,0,8640,4,3,0,60,1,0.0,2,0,7,21,108,5,7,2,0,1,1,5,252678.0,6,0,7,900.0,168,2009,2009,2009,3.0,1.0,2,2,1852,1,1,1,0,12.439871229831715,125.34741523068371
213,990,0,0,3,0,3,3,716.0,0.0,0,5,0.0,1.0,2,274.0,1,2,2,1,4,0,4,3,12,13,0,2,1,6,576.0,2.0,990,0,1,0,2,214,1,3,3,0,13568,1,1,0,20,3,0.0,2,0,7,5,0,5,5,2,0,1,1,4,156000.0,8,0,5,990.0,224,1995,1995,2006,1.0,1.0,16,16,990,1,0,1,0,11.957611286231675,109.61645358532519
214,689,703,0,3,0,3,3,378.0,0.0,2,5,0.0,0.0,2,311.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,299.0,1.0,1392,1,1,0,5,215,1,3,3,0,10900,2,0,0,60,3,153.0,1,450,3,5,36,7,6,2,0,1,1,4,161750.0,8,0,6,689.0,0,1977,1977,2010,1.0,1.0,34,34,1392,1,1,1,0,11.993807212363148,109.61645358532519
215,1236,0,0,2,0,3,3,360.0,0.0,1,5,0.0,1.0,3,710.0,1,2,2,1,4,0,4,3,6,6,1,1,1,2,447.0,1.0,1236,0,1,4,2,216,1,2,3,0,10011,4,0,0,20,3,64.0,1,0,5,12,0,6,5,2,0,1,1,4,134450.0,8,0,6,1070.0,0,1957,1996,2006,1.0,1.0,54,15,1236,1,0,1,0,11.80894766169701,77.82101167315176
216,1436,0,0,3,0,3,2,946.0,0.0,2,5,1.0,0.0,2,490.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,484.0,2.0,1436,0,1,0,2,217,1,2,3,0,8450,4,3,0,20,3,266.0,1,0,4,5,98,5,7,2,0,1,1,4,210000.0,8,0,8,1436.0,139,2004,2004,2008,3.0,0.0,7,7,1436,1,0,1,0,12.254862809699606,109.61645358532519
217,810,518,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,686.0,0,2,2,1,4,60,4,3,8,8,0,1,1,6,210.0,1.0,1328,0,1,1,5,218,1,3,3,0,9906,4,3,0,70,4,0.0,2,0,9,17,172,4,4,2,0,1,1,3,107000.0,8,0,8,686.0,0,1925,1950,2006,1.0,0.0,86,61,1328,0,1,1,0,11.580584113444043,66.14785992217898
218,1137,817,0,3,0,3,3,341.0,0.0,1,5,0.0,1.0,3,457.0,1,2,2,1,4,150,2,2,12,13,2,1,1,6,431.0,2.0,1954,1,1,0,0,219,1,2,3,0,15660,0,0,0,50,3,312.0,1,0,5,6,119,9,7,2,0,1,1,4,311500.0,8,0,8,798.0,0,1939,2006,2008,1.0,2.0,72,5,1954,1,1,1,0,12.649154617209645,111.51973318510284
219,1248,0,0,2,4,3,0,16.0,0.0,2,5,0.0,0.0,2,1232.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,438.0,2.0,1248,0,1,0,2,220,1,2,3,0,3010,4,3,0,120,3,16.0,1,0,3,0,0,5,7,2,0,1,1,5,167240.0,6,0,5,1248.0,108,2005,2006,2006,2.0,0.0,6,5,1248,1,0,1,0,12.0271851854705,106.17009449694275
220,1498,0,0,2,0,3,2,0.0,0.0,5,5,0.0,0.0,2,1498.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,675.0,2.0,1498,0,1,0,2,221,1,2,3,0,8990,4,0,0,20,3,0.0,2,0,4,5,33,5,7,2,0,1,1,5,204900.0,6,0,5,1498.0,351,2006,2006,2006,2.0,0.0,5,5,1498,0,0,1,0,12.230277334226992,109.61645358532519
221,1010,1257,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1010.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,390.0,2.0,2267,1,1,0,5,222,1,2,3,0,8068,4,0,0,60,3,0.0,2,0,12,8,46,5,6,2,0,1,1,4,200000.0,4,0,8,1010.0,120,2002,2002,2009,2.0,1.0,9,9,2267,0,1,1,0,12.206072645530174,100.61145080600333
222,811,741,0,3,0,3,3,550.0,0.0,0,5,1.0,0.0,2,163.0,1,6,2,1,4,0,4,3,12,13,1,1,2,6,434.0,2.0,1552,1,1,4,5,223,1,3,3,0,11475,4,3,0,60,3,0.0,2,0,2,14,208,6,6,2,0,1,1,4,179900.0,8,0,6,713.0,209,1975,1975,2006,3.0,1.0,36,36,1552,1,1,1,0,12.100156419938624,101.66759310728182
223,864,0,0,2,0,3,3,524.0,180.0,0,3,0.0,0.0,3,160.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,576.0,2.0,864,0,1,2,2,224,1,3,3,0,10500,2,3,0,20,3,0.0,2,0,3,12,0,6,4,2,0,1,1,0,97000.0,8,0,4,864.0,216,1971,1971,2009,1.0,0.0,40,40,864,1,0,1,0,11.48246625748552,77.82101167315176
224,2392,0,0,3,0,3,1,56.0,0.0,2,5,0.0,0.0,0,2336.0,1,2,2,1,4,0,4,0,12,13,1,2,2,6,968.0,3.0,2392,0,1,0,2,225,1,0,3,0,13472,4,3,0,20,3,922.0,1,0,6,16,105,5,10,2,0,1,3,4,386250.0,8,0,8,2392.0,248,2003,2003,2009,2.0,0.0,8,8,2392,1,0,1,0,12.864240107194092,175.09727626459144
225,630,672,0,3,3,3,3,0.0,0.0,5,5,0.0,0.0,3,630.0,1,2,2,1,4,0,4,3,6,6,0,1,2,6,280.0,1.0,1302,1,1,4,5,226,1,3,3,0,1680,4,3,0,160,4,142.0,1,0,5,2,0,5,5,2,0,1,1,0,112000.0,0,0,6,630.0,0,1971,1971,2009,2.0,1.0,40,40,1302,0,1,1,0,11.626254150277232,58.92162312395776
226,1214,1306,0,4,0,3,3,565.0,0.0,2,5,0.0,0.0,2,638.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,721.0,3.0,2520,1,1,0,5,227,1,2,3,0,9950,4,0,0,60,3,290.0,1,0,6,15,114,5,7,2,0,1,1,0,290000.0,8,0,9,1203.0,224,1995,1995,2007,2.0,1.0,16,16,2520,1,1,1,0,12.577636201962656,167.59310728182325
227,483,504,0,2,3,3,3,321.0,0.0,4,5,0.0,0.0,3,162.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,280.0,1.0,987,1,1,4,5,228,1,3,3,0,1869,4,3,0,160,4,127.0,1,0,9,2,0,6,6,2,0,1,1,4,106000.0,8,0,5,483.0,0,1970,1970,2008,1.0,1.0,41,41,987,1,1,1,0,11.571194373094205,58.92162312395776
228,912,0,0,3,0,3,3,842.0,0.0,0,5,0.0,0.0,3,70.0,1,1,2,1,4,0,4,3,6,6,1,1,1,6,336.0,1.0,912,0,1,4,2,229,1,3,3,0,8521,2,3,0,20,3,0.0,2,0,5,19,0,5,5,2,0,1,1,4,125000.0,8,0,5,912.0,0,1967,1967,2010,1.0,0.0,44,44,912,1,0,1,0,11.736069016284437,75.04168982768205
229,1555,0,0,2,4,3,0,16.0,0.0,2,5,0.0,0.0,2,1357.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,430.0,2.0,1555,0,1,0,2,230,1,2,3,0,3182,4,3,0,120,3,16.0,1,0,5,0,20,5,7,2,0,1,1,4,192500.0,8,0,7,1373.0,143,2005,2006,2009,2.0,0.0,6,5,1555,1,0,1,0,12.167851432709975,106.17009449694275
230,1194,0,0,3,0,3,3,0.0,0.0,5,5,1.0,0.0,3,1194.0,1,2,2,1,4,120,4,3,8,8,0,1,1,6,312.0,1.0,1194,0,1,4,2,231,1,3,3,0,8760,4,3,0,20,3,220.0,1,0,4,12,0,6,6,2,0,1,3,4,148000.0,8,0,6,1194.0,0,1959,1959,2010,2.0,0.0,52,52,1194,0,0,1,0,11.904967552746252,77.82101167315176
231,1490,1304,0,4,0,3,3,689.0,0.0,2,5,1.0,0.0,2,773.0,1,2,2,1,4,202,4,2,12,13,1,2,2,6,810.0,3.0,2794,1,1,0,5,232,1,0,3,0,15138,4,0,0,60,3,506.0,1,0,7,15,146,5,8,2,0,1,1,4,403000.0,8,0,9,1462.0,0,1995,1996,2009,3.0,1.0,16,15,2794,1,1,1,0,12.90669184092882,167.59310728182325
232,483,504,0,2,3,3,3,0.0,0.0,5,5,0.0,0.0,3,483.0,1,2,2,1,4,0,4,3,6,6,1,1,1,6,288.0,1.0,987,1,1,4,5,233,1,3,3,0,1680,4,3,0,160,4,297.0,1,0,6,2,0,5,6,2,0,1,1,4,94500.0,8,0,5,483.0,0,1972,1972,2006,1.0,1.0,39,39,987,0,1,1,0,11.456355113481834,58.92162312395776
233,894,0,0,3,0,1,0,182.0,712.0,3,0,1.0,0.0,3,0.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,308.0,1.0,894,0,1,4,2,234,1,3,3,0,10650,0,3,0,20,3,0.0,2,0,2,5,0,6,5,2,0,1,1,4,128200.0,8,0,5,894.0,365,1976,1976,2010,2.0,0.0,35,35,894,1,0,1,0,11.761346823468706,109.61645358532519
234,860,1100,0,4,0,3,3,625.0,0.0,2,5,1.0,0.0,2,235.0,1,2,2,1,4,0,4,2,12,13,2,2,2,6,440.0,2.0,1960,1,1,0,5,235,1,2,3,0,7851,4,3,0,60,3,,2,0,5,8,48,5,6,2,0,1,1,4,216500.0,8,0,8,860.0,288,2002,2002,2010,3.0,1.0,9,9,1960,1,1,1,0,12.285345826424681,100.61145080600333
235,483,504,0,2,4,3,3,358.0,0.0,0,5,0.0,0.0,3,125.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,264.0,1.0,987,1,1,4,5,236,1,3,3,0,1680,4,3,0,160,4,604.0,1,0,8,2,0,3,6,2,0,1,1,4,89500.0,8,0,5,483.0,0,1971,1971,2008,1.0,1.0,40,40,987,1,1,1,0,11.401993904262946,58.92162312395776
236,1414,0,0,3,0,3,0,24.0,0.0,2,5,0.0,0.0,2,1390.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,494.0,2.0,1414,0,1,0,2,237,1,2,3,0,8773,2,3,0,20,3,98.0,1,0,5,5,105,5,7,2,0,1,1,4,185500.0,8,0,6,1414.0,132,2004,2004,2010,2.0,0.0,7,7,1414,1,0,1,0,12.130810161029627,109.61645358532519
237,1014,730,238,3,0,3,3,402.0,0.0,1,5,0.0,0.0,2,594.0,1,7,2,1,4,0,4,2,6,6,0,2,2,6,457.0,2.0,1744,1,1,0,5,238,1,2,3,0,9453,1,0,0,60,3,0.0,2,0,2,20,70,7,7,2,0,1,1,4,194500.0,8,0,7,996.0,370,1993,2003,2010,2.0,1.0,18,8,1744,1,1,1,0,12.178187442040638,100.0
238,1694,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,0,1694.0,1,2,2,1,4,0,4,0,12,13,0,2,2,6,818.0,3.0,1694,0,1,0,2,239,1,2,3,0,12030,4,3,0,20,3,254.0,1,0,12,16,228,5,8,2,0,1,3,5,318000.0,6,0,7,1694.0,168,2007,2007,2007,2.0,0.0,4,4,1694,0,0,1,0,12.669806661762314,175.09727626459144
239,798,689,0,3,0,0,3,94.0,0.0,3,5,0.0,0.0,3,641.0,1,2,2,1,0,0,4,3,12,13,1,1,1,6,220.0,1.0,1487,1,1,4,0,240,1,3,3,0,8741,4,3,0,50,3,0.0,2,0,4,7,140,4,6,2,0,1,1,4,113000.0,8,0,7,735.0,0,1945,1950,2010,1.0,1.0,66,61,1487,1,1,1,0,11.635143097694478,67.67648693718733
240,1566,0,0,3,0,3,0,1078.0,0.0,2,5,1.0,0.0,2,488.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,750.0,2.0,1566,0,1,0,2,241,1,2,3,0,9000,4,3,0,20,1,36.0,3,0,4,21,168,5,8,2,0,1,1,4,262500.0,8,0,7,1566.0,144,2008,2008,2010,3.0,0.0,3,3,1566,1,0,1,0,12.478006361013815,125.34741523068371
